question_id,question,k,nugget,best_rouge1_f1,best_rougel_f1,best_rouge_combined,best_bm25_normalized,best_rouge1_rank,best_rougel_rank,best_bm25_rank
BQ020,"Does one freeze-thaw cycle after storage at minus 70 degrees Celsius meaningfully affect common nutritional, NCD, and inflammatory biomarkers in serum?",3,the overall effect was considered minimal,0.0,0.0,0.0,0.0,,,
BQ020,"Does one freeze-thaw cycle after storage at minus 70 degrees Celsius meaningfully affect common nutritional, NCD, and inflammatory biomarkers in serum?",5,a single freeze-thaw cycle was tested after storage at minus 70 degrees Celsius for one month,0.0,0.0,0.0,0.0,,,
BQ020,"Does one freeze-thaw cycle after storage at minus 70 degrees Celsius meaningfully affect common nutritional, NCD, and inflammatory biomarkers in serum?",5,"13 nutritional, NCD, and inflammatory biomarkers were studied",0.0,0.0,0.0,0.0,,,
BQ020,"Does one freeze-thaw cycle after storage at minus 70 degrees Celsius meaningfully affect common nutritional, NCD, and inflammatory biomarkers in serum?",5,several analytes differed statistically from baseline,0.0,0.0,0.0,0.0,,,
BQ020,"Does one freeze-thaw cycle after storage at minus 70 degrees Celsius meaningfully affect common nutritional, NCD, and inflammatory biomarkers in serum?",5,all observed changes were within acceptable total allowable error limits,0.0,0.0,0.0,0.0,,,
BQ020,"Does one freeze-thaw cycle after storage at minus 70 degrees Celsius meaningfully affect common nutritional, NCD, and inflammatory biomarkers in serum?",5,the overall effect was considered minimal,0.0,0.0,0.0,0.0,,,
BQ020,"Does one freeze-thaw cycle after storage at minus 70 degrees Celsius meaningfully affect common nutritional, NCD, and inflammatory biomarkers in serum?",10,a single freeze-thaw cycle was tested after storage at minus 70 degrees Celsius for one month,0.0,0.0,0.0,0.0,,,
BQ020,"Does one freeze-thaw cycle after storage at minus 70 degrees Celsius meaningfully affect common nutritional, NCD, and inflammatory biomarkers in serum?",10,"13 nutritional, NCD, and inflammatory biomarkers were studied",0.0,0.0,0.0,0.0,,,
BQ020,"Does one freeze-thaw cycle after storage at minus 70 degrees Celsius meaningfully affect common nutritional, NCD, and inflammatory biomarkers in serum?",10,several analytes differed statistically from baseline,0.0,0.0,0.0,0.0,,,
BQ020,"Does one freeze-thaw cycle after storage at minus 70 degrees Celsius meaningfully affect common nutritional, NCD, and inflammatory biomarkers in serum?",10,all observed changes were within acceptable total allowable error limits,0.0,0.0,0.0,0.0,,,
BQ020,"Does one freeze-thaw cycle after storage at minus 70 degrees Celsius meaningfully affect common nutritional, NCD, and inflammatory biomarkers in serum?",10,the overall effect was considered minimal,0.0,0.0,0.0,0.0,,,
