question_id,question,k,embedding_model,nugget,best_similarity,best_rank
BQ019,Can multiple freeze-thaw cycles alter urine metabolomic findings?,1,sentence-transformers/all-MiniLM-L6-v2,normalization procedures are also relevant,0.1533,1
BQ019,Can multiple freeze-thaw cycles alter urine metabolomic findings?,3,sentence-transformers/all-MiniLM-L6-v2,urine metabolomic findings can be altered by multiple freeze-thaw cycles,0.8196,2
BQ019,Can multiple freeze-thaw cycles alter urine metabolomic findings?,3,sentence-transformers/all-MiniLM-L6-v2,urine collection time and fasting can affect results,0.6404,1
BQ019,Can multiple freeze-thaw cycles alter urine metabolomic findings?,3,sentence-transformers/all-MiniLM-L6-v2,centrifugation conditions and filtration or additives matter,0.3186,2
BQ019,Can multiple freeze-thaw cycles alter urine metabolomic findings?,3,sentence-transformers/all-MiniLM-L6-v2,normalization procedures are also relevant,0.2224,3
BQ019,Can multiple freeze-thaw cycles alter urine metabolomic findings?,5,sentence-transformers/all-MiniLM-L6-v2,urine metabolomic findings can be altered by multiple freeze-thaw cycles,0.8196,2
BQ019,Can multiple freeze-thaw cycles alter urine metabolomic findings?,5,sentence-transformers/all-MiniLM-L6-v2,urine collection time and fasting can affect results,0.6404,1
BQ019,Can multiple freeze-thaw cycles alter urine metabolomic findings?,5,sentence-transformers/all-MiniLM-L6-v2,centrifugation conditions and filtration or additives matter,0.3186,2
BQ019,Can multiple freeze-thaw cycles alter urine metabolomic findings?,5,sentence-transformers/all-MiniLM-L6-v2,normalization procedures are also relevant,0.2224,3
BQ019,Can multiple freeze-thaw cycles alter urine metabolomic findings?,10,sentence-transformers/all-MiniLM-L6-v2,urine metabolomic findings can be altered by multiple freeze-thaw cycles,0.8196,2
BQ019,Can multiple freeze-thaw cycles alter urine metabolomic findings?,10,sentence-transformers/all-MiniLM-L6-v2,urine collection time and fasting can affect results,0.6404,1
BQ019,Can multiple freeze-thaw cycles alter urine metabolomic findings?,10,sentence-transformers/all-MiniLM-L6-v2,centrifugation conditions and filtration or additives matter,0.3186,2
BQ019,Can multiple freeze-thaw cycles alter urine metabolomic findings?,10,sentence-transformers/all-MiniLM-L6-v2,normalization procedures are also relevant,0.2458,7
BQ020,"Does one freeze-thaw cycle after storage at minus 70 degrees Celsius meaningfully affect common nutritional, NCD, and inflammatory biomarkers in serum?",1,sentence-transformers/all-MiniLM-L6-v2,a single freeze-thaw cycle was tested after storage at minus 70 degrees Celsius for one month,0.0,
BQ020,"Does one freeze-thaw cycle after storage at minus 70 degrees Celsius meaningfully affect common nutritional, NCD, and inflammatory biomarkers in serum?",1,sentence-transformers/all-MiniLM-L6-v2,"13 nutritional, NCD, and inflammatory biomarkers were studied",0.0,
BQ020,"Does one freeze-thaw cycle after storage at minus 70 degrees Celsius meaningfully affect common nutritional, NCD, and inflammatory biomarkers in serum?",1,sentence-transformers/all-MiniLM-L6-v2,several analytes differed statistically from baseline,0.0,
BQ020,"Does one freeze-thaw cycle after storage at minus 70 degrees Celsius meaningfully affect common nutritional, NCD, and inflammatory biomarkers in serum?",1,sentence-transformers/all-MiniLM-L6-v2,all observed changes were within acceptable total allowable error limits,0.0,
BQ020,"Does one freeze-thaw cycle after storage at minus 70 degrees Celsius meaningfully affect common nutritional, NCD, and inflammatory biomarkers in serum?",1,sentence-transformers/all-MiniLM-L6-v2,the overall effect was considered minimal,0.0,
BQ020,"Does one freeze-thaw cycle after storage at minus 70 degrees Celsius meaningfully affect common nutritional, NCD, and inflammatory biomarkers in serum?",3,sentence-transformers/all-MiniLM-L6-v2,a single freeze-thaw cycle was tested after storage at minus 70 degrees Celsius for one month,0.0,
BQ020,"Does one freeze-thaw cycle after storage at minus 70 degrees Celsius meaningfully affect common nutritional, NCD, and inflammatory biomarkers in serum?",3,sentence-transformers/all-MiniLM-L6-v2,"13 nutritional, NCD, and inflammatory biomarkers were studied",0.0,
BQ020,"Does one freeze-thaw cycle after storage at minus 70 degrees Celsius meaningfully affect common nutritional, NCD, and inflammatory biomarkers in serum?",3,sentence-transformers/all-MiniLM-L6-v2,several analytes differed statistically from baseline,0.0,
BQ020,"Does one freeze-thaw cycle after storage at minus 70 degrees Celsius meaningfully affect common nutritional, NCD, and inflammatory biomarkers in serum?",3,sentence-transformers/all-MiniLM-L6-v2,all observed changes were within acceptable total allowable error limits,0.0,
BQ020,"Does one freeze-thaw cycle after storage at minus 70 degrees Celsius meaningfully affect common nutritional, NCD, and inflammatory biomarkers in serum?",3,sentence-transformers/all-MiniLM-L6-v2,the overall effect was considered minimal,0.0,
BQ020,"Does one freeze-thaw cycle after storage at minus 70 degrees Celsius meaningfully affect common nutritional, NCD, and inflammatory biomarkers in serum?",5,sentence-transformers/all-MiniLM-L6-v2,a single freeze-thaw cycle was tested after storage at minus 70 degrees Celsius for one month,0.0,
BQ020,"Does one freeze-thaw cycle after storage at minus 70 degrees Celsius meaningfully affect common nutritional, NCD, and inflammatory biomarkers in serum?",5,sentence-transformers/all-MiniLM-L6-v2,"13 nutritional, NCD, and inflammatory biomarkers were studied",0.0,
BQ020,"Does one freeze-thaw cycle after storage at minus 70 degrees Celsius meaningfully affect common nutritional, NCD, and inflammatory biomarkers in serum?",5,sentence-transformers/all-MiniLM-L6-v2,several analytes differed statistically from baseline,0.0,
BQ020,"Does one freeze-thaw cycle after storage at minus 70 degrees Celsius meaningfully affect common nutritional, NCD, and inflammatory biomarkers in serum?",5,sentence-transformers/all-MiniLM-L6-v2,all observed changes were within acceptable total allowable error limits,0.0,
BQ020,"Does one freeze-thaw cycle after storage at minus 70 degrees Celsius meaningfully affect common nutritional, NCD, and inflammatory biomarkers in serum?",5,sentence-transformers/all-MiniLM-L6-v2,the overall effect was considered minimal,0.0,
BQ020,"Does one freeze-thaw cycle after storage at minus 70 degrees Celsius meaningfully affect common nutritional, NCD, and inflammatory biomarkers in serum?",10,sentence-transformers/all-MiniLM-L6-v2,a single freeze-thaw cycle was tested after storage at minus 70 degrees Celsius for one month,0.0,
BQ020,"Does one freeze-thaw cycle after storage at minus 70 degrees Celsius meaningfully affect common nutritional, NCD, and inflammatory biomarkers in serum?",10,sentence-transformers/all-MiniLM-L6-v2,"13 nutritional, NCD, and inflammatory biomarkers were studied",0.0,
BQ020,"Does one freeze-thaw cycle after storage at minus 70 degrees Celsius meaningfully affect common nutritional, NCD, and inflammatory biomarkers in serum?",10,sentence-transformers/all-MiniLM-L6-v2,several analytes differed statistically from baseline,0.0,
BQ020,"Does one freeze-thaw cycle after storage at minus 70 degrees Celsius meaningfully affect common nutritional, NCD, and inflammatory biomarkers in serum?",10,sentence-transformers/all-MiniLM-L6-v2,all observed changes were within acceptable total allowable error limits,0.0,
BQ020,"Does one freeze-thaw cycle after storage at minus 70 degrees Celsius meaningfully affect common nutritional, NCD, and inflammatory biomarkers in serum?",10,sentence-transformers/all-MiniLM-L6-v2,the overall effect was considered minimal,0.0,
